Company Name,Symbol,Country,Sector,Industry
Bank First Corporation,BFC,United States,Finance,Major Banks
Battery Future Acquisition Corp. Class A Ordinary Shares,BFAC,,Finance,Blank Checks
Beneficient Warrant,BENFW,United States,Finance,Blank Checks
Beneficient Class A,BENF,United States,Finance,Blank Checks
Franklin Resources Inc.,BEN,United States,Finance,Investment Managers
Blackrock Enhanced Equity Dividend Trust,BDJ,United States,Finance,Finance Companies
Bancroft Fund Ltd.,BCV,United States,Finance,Finance/Investors Services
Bain Capital Specialty Finance Inc.,BCSF,United States,Finance,Finance/Investors Services
Blockchain Coinvestors Acquisition Corp. I Warrant,BCSAW,Cayman Islands,Finance,Blank Checks
Blockchain Coinvestors Acquisition Corp. I Unit,BCSAU,Cayman Islands,Finance,Blank Checks
Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares,BCSA,Cayman Islands,Finance,Blank Checks
1895 Bancorp of Wisconsin Inc. (MD),BCOW,United States,Finance,Banks
BayCom Corp,BCML,United States,Finance,Major Banks
BCB Bancorp Inc. (NJ),BCBP,United States,Finance,Savings Institutions
Southern California Bancorp,BCAL,United States,Finance,Major Banks
Barings BDC Inc.,BBDC,United States,Finance,Diversified Financial Services
ArrowMark Financial Corp.,BANX,United States,Finance,Trusts Except Educational Religious and Charitable
Banner Corporation,BANR,United States,Finance,Major Banks
BancFirst Corporation,BANF,United States,Finance,Major Banks
Banc of California Inc.,BANC,United States,Finance,Major Banks
BayFirst Financial Corp.,BAFN,United States,Finance,Savings Institutions
Bridger Aerospace Group Holdings Inc.,BAER,United States,Finance,Blank Checks
Berenson Acquisition Corp. I Class A,BACA,,Finance,Blank Checks
Bank of America Corporation,BAC,United States,Finance,Major Banks
Axis Capital Holdings Limited,AXS,Bermuda,Finance,Property-Casualty Insurers
American Express Company,AXP,United States,Finance,Finance: Consumer Services
Axos Financial Inc.,AX,United States,Finance,Savings Institutions
abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,AWP,United States,Finance,Trusts Except Educational Religious and Charitable
Alliancebernstein Global High Income Fund,AWF,United States,Finance,Trusts Except Educational Religious and Charitable
Avantax Inc.,AVTA,United States,Finance,Finance: Consumer Services
Advent Convertible and Income Fund,AVK,United States,Finance,Trusts Except Educational Religious and Charitable
Achari Ventures Holdings Corp. I Unit,AVHIU,United States,Finance,Blank Checks
Achari Ventures Holdings Corp. I,AVHI,United States,Finance,Blank Checks
Aurora Acquisition Corp. Unit,AURCU,United Kingdom,Finance,Finance: Consumer Services
Aurora Acquisition Corp. Class A Ordinary Shares,AURC,United Kingdom,Finance,Finance: Consumer Services
Auburn National Bancorporation Inc.,AUBN,United States,Finance,Major Banks
Atlantic Union Bankshares Corporation,AUB,United States,Finance,Major Banks
AlphaVest Acquisition Corp Ordinary Shares,ATMV,United States,Finance,Blank Checks
AlphaTime Acquisition Corp Ordinary Shares,ATMC,United States,Finance,Blank Checks
Ames National Corporation,ATLO,United States,Finance,Major Banks
Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,ATLCP,United States,Finance,Finance: Consumer Services
Atlanticus Holdings Corporation,ATLC,United States,Finance,Finance: Consumer Services
Athena Technology Acquisition Corp. II Class A,ATEK,,Finance,Blank Checks
Aurora Technology Acquisition Corp. Unit,ATAKU,United States,Finance,Blank Checks
Aurora Technology Acquisition Corp. Rights,ATAKR,United States,Finance,Blank Checks
Aurora Technology Acquisition Corp. Class A Ordinary Shares,ATAK,United States,Finance,Blank Checks
AmeriServ Financial Inc.,ASRV,United States,Finance,Major Banks
Liberty All-Star Growth Fund Inc.,ASG,United States,Finance,Investment Managers
A SPAC II Acquisition Corp. Right,ASCBR,Singapore,Finance,Blank Checks
A SPAC II Acquisition Corp. Ordinary Shares,ASCB,Singapore,Finance,Blank Checks
A SPAC I Acquisition Corp. Unit,ASCAU,Singapore,Finance,Blank Checks
A SPAC I Acquisition Corp. Class A Ordinary Share,ASCA,Singapore,Finance,Blank Checks
Associated Banc-Corp,ASB,United States,Finance,Major Banks
Artemis Strategic Investment Corporation Unit,ARTEU,United States,Finance,Blank Checks
Artemis Strategic Investment Corporation Class A,ARTE,United States,Finance,Blank Checks
Arrowroot Acquisition Corp. Class A,ARRW,United States,Finance,Blank Checks
Arrow Financial Corporation,AROW,United States,Finance,Major Banks
Arisz Acquisition Corp.,ARIZ,United States,Finance,Blank Checks
Argo Group International Holdings Ltd.,ARGO,Bermuda,Finance,Specialty Insurers
Ares Management Corporation Class A,ARES,United States,Finance,Investment Managers
Ares Capital Corporation,ARCC,United States,Finance,Finance: Consumer Services
Argo Blockchain plc American Depositary Shares,ARBK,United Kingdom,Finance,Finance: Consumer Services
Aquaron Acquisition Corp. Units,AQUNU,United States,Finance,Blank Checks
Aquaron Acquisition Corp.,AQU,United States,Finance,Blank Checks
Apollo Global Management Inc. (New),APO,,Finance,Investment Managers
Apollomics Inc. Class A Ordinary Shares,APLM,United States,Finance,Blank Checks
Applied Digital Corporation,APLD,United States,Finance,Investment Bankers/Brokers/Service
Apollo Strategic Growth Capital II Class A Ordinary Shares,APGB,,Finance,Blank Checks
AppTech Payments Corp.,APCX,United States,Finance,Finance: Consumer Services
AP Acquisition Corp Class A Ordinary Shares,APCA,,Finance,Blank Checks
Artisan Partners Asset Management Inc. Class A,APAM,United States,Finance,Investment Managers
StoneBridge Acquisition Corporation Class A Ordinary Shares,APAC,United States,Finance,Blank Checks
Aon plc Class A Ordinary Shares (Ireland),AON,United States,Finance,Specialty Insurers
abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,AOD,United States,Finance,Investment Managers
Anzu Special Acquisition Corp I Class A,ANZU,United States,Finance,Blank Checks
Amerant Bancorp Inc. Class A,AMTB,United States,Finance,Major Banks
AMERISAFE Inc.,AMSF,United States,Finance,Property-Casualty Insurers
Ameriprise Financial Inc.,AMP,United States,Finance,Investment Managers
American National Bankshares Inc.,AMNB,United States,Finance,Major Banks
AssetMark Financial Holdings Inc.,AMK,United States,Finance,Finance/Investors Services
Affiliated Managers Group Inc.,AMG,United States,Finance,Investment Managers
Ambac Financial Group Inc.,AMBC,United States,Finance,Property-Casualty Insurers
Amalgamated Financial Corp. (DE),AMAL,United States,Finance,Commercial Banks
Altitude Acquisition Corp. Unit,ALTUU,United States,Finance,Blank Checks
Altitude Acquisition Corp. Class A,ALTU,United States,Finance,Blank Checks
AlTi Global Inc. Class A,ALTI,United States,Finance,Investment Managers
Alpha Star Acquisition Corporation Ordinary Shares,ALSA,United States,Finance,Blank Checks
Alerus Financial Corporation,ALRS,United States,Finance,Major Banks
ALSP Orchid Acquisition Corporation I Class A Ordinary Share,ALOR,United States,Finance,Blank Checks
Ally Financial Inc.,ALLY,United States,Finance,Major Banks
Allstate Corporation (The),ALL,United States,Finance,Property-Casualty Insurers
Alchemy Investments Acquisition Corp 1 Units,ALCYU,United States,Finance,Blank Checks
Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,ALCY,United States,Finance,Blank Checks
AltC Acquisition Corp. Class A,ALCC,,Finance,Blank Checks
Arthur J. Gallagher & Co.,AJG,United States,Finance,Specialty Insurers
Assurant Inc.,AIZ,United States,Finance,Specialty Insurers
Senmiao Technology Limited,AIHS,China,Finance,Finance: Consumer Services
American International Group Inc. New,AIG,United States,Finance,Life Insurance
Apollo Tactical Income Fund Inc.,AIF,,Finance,Finance Companies
AIB Acquisition Corporation Right,AIBBR,United States,Finance,Blank Checks
AIB Acquisition Corporation Class A Ordinary Shares,AIB,United States,Finance,Blank Checks
Armada Hoffler Properties Inc.,AHH,United States,Finance,Real Estate
Assured Guaranty Ltd.,AGO,Bermuda,Finance,Property-Casualty Insurers
Federal Agricultural Mortgage Corporation,AGM,United States,Finance,Finance Companies
abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,AGD,United States,Finance,Trusts Except Educational Religious and Charitable
AGBA Group Holding Limited Ordinary Share,AGBA,Hong Kong,Finance,Investment Managers
African Gold Acquisition Corporation Class A Ordinary Shares,AGAC,,Finance,Blank Checks
Apollo Senior Floating Rate Fund Inc.,AFT,,Finance,Investment Managers
AFLAC Incorporated,AFL,United States,Finance,Accident &Health Insurance
American Financial Group Inc.,AFG,United States,Finance,Property-Casualty Insurers
Affinity Bancshares Inc. (MD),AFBI,United States,Finance,Major Banks
AllianceBernstein National Municipal Income Fund Inc,AFB,United States,Finance,Trusts Except Educational Religious and Charitable
Aura FAT Projects Acquisition Corp Unit,AFARU,Singapore,Finance,Blank Checks
Aura FAT Projects Acquisition Corp Class A Ordinary Shares,AFAR,Singapore,Finance,Blank Checks
American Equity Investment Life Holding Company,AEL,United States,Finance,Life Insurance
abrdn Emerging Markets Equity Income Fund Inc.,AEF,United States,Finance,Finance/Investors Services
AltEnergy Acquisition Corp. Class A,AEAE,United States,Finance,Blank Checks
Adams Diversified Equity Fund Inc.,ADX,United States,Finance,Investment Managers
Ault Disruptive Technologies Corporation,ADRT,,Finance,Blank Checks
26 Capital Acquisition Corp. Unit,ADERU,United States,Finance,Blank Checks
26 Capital Acquisition Corp. Class A,ADER,United States,Finance,Blank Checks
Enact Holdings Inc.,ACT,United States,Finance,Specialty Insurers
Acropolis Infrastructure Acquisition Corp. Class A,ACRO,,Finance,Blank Checks
abrdn Income Credit Strategies Fund Common Shares,ACP,United States,Finance,Investment Managers
ACNB Corporation,ACNB,United States,Finance,Major Banks
Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,ACGLO,Bermuda,Finance,Property-Casualty Insurers
Arch Capital Group Ltd. Depositary Shares each Representing a 1/1000th Interest in a 4.550% Non-Cumulative Preferred Share Series G,ACGLN,Bermuda,Finance,Property-Casualty Insurers
Arch Capital Group Ltd.,ACGL,Bermuda,Finance,Property-Casualty Insurers
Athena Consumer Acquisition Corp. Class A,ACAQ,,Finance,Blank Checks
Atlantic Coastal Acquisition Corp. Class A,ACAH,United States,Finance,Blank Checks
Acri Capital Acquisition Corporation Class A,ACAC,United States,Finance,Blank Checks
Atlantic Coastal Acquisition Corp. II Unit,ACABU,United States,Finance,Blank Checks
Associated Capital Group Inc.,AC,United States,Finance,Investment Bankers/Brokers/Service
ABM Industries Incorporated,ABM,United States,Finance,Diversified Commercial Services
Abacus Life Inc. Class A,ABL,United States,Finance,Investment Managers
Ameris Bancorp,ABCB,United States,Finance,Major Banks
AllianceBernstein Holding L.P.  Units,AB,United States,Finance,Investment Managers
Atlantic American Corporation,AAME,United States,Finance,Life Insurance
Altisource Asset Management Corp Com,AAMC,United States,Finance,Real Estate
Armada Acquisition Corp. I,AACI,United States,Finance,Blank Checks
Expro Group Holdings N.V.,XPRO,,Energy,Oilfield Services/Equipment
Exxon Mobil Corporation,XOM,United States,Energy,Integrated oil Companies
Woodward Inc.,WWD,United States,Energy,Industrial Machinery/Components
Select Water Solutions Inc. Class A,WTTR,United States,Energy,Oilfield Services/Equipment
W&T Offshore Inc.,WTI,United States,Energy,Oil & Gas Production
World Kinect Corporation,WKC,United States,Energy,Oil Refining/Marketing
Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,WDS,,Energy,Oil & Gas Production
Vitesse Energy Inc.,VTS,,Energy,Oil & Gas Production
Vertex Energy Inc,VTNR,United States,Energy,Integrated oil Companies
VOC Energy Trust Units of Beneficial Interest,VOC,United States,Energy,Oil & Gas Production
Viper Energy Partners LP Common Unit,VNOM,United States,Energy,Oil & Gas Production
Valero Energy Corporation,VLO,United States,Energy,Integrated oil Companies
Vivakor Inc.,VIVK,United States,Energy,Oilfield Services/Equipment
Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,VIST,,Energy,Oil & Gas Production
Valaris Limited Common Shares,VAL,,Energy,Oil & Gas Production
U.S. Energy Corp. (DE),USEG,United States,Energy,Oil & Gas Production
TXO Partners L.P. Common Units Representing Limited Partner Interests,TXO,,Energy,Oil & Gas Production
Mammoth Energy Services Inc.,TUSK,United States,Energy,Oilfield Services/Equipment
Tetra Technologies Inc.,TTI,United States,Energy,Oil & Gas Production
TotalEnergies SE,TTE,France,Energy,Oil & Gas Production
Texas Pacific Land Corporation,TPL,United States,Energy,Oil & Gas Production
Trio Petroleum Corp.,TPET,,Energy,Oil & Gas Production
Thermon Group Holdings Inc.,THR,United States,Energy,Industrial Machinery/Components
Tellurian Inc.,TELL,United States,Energy,Oil & Gas Production
Talos Energy Inc.,TALO,United States,Energy,Oil & Gas Production
Southwestern Energy Company,SWN,United States,Energy,Oil & Gas Production
Sunoco LP Common Units representing limited partner interests,SUN,United States,Energy,Integrated oil Companies
Sitio Royalties Corp. Class A,STR,United States,Energy,Oil & Gas Production
SM Energy Company,SM,United States,Energy,Oil & Gas Production
Solid Power Inc. Class A,SLDP,United States,Energy,Electrical Products
Schlumberger N.V.,SLB,France,Energy,Oilfield Services/Equipment
San Juan Basin Royalty Trust,SJT,United States,Energy,Oil & Gas Production
Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,SHEL,Netherlands,Energy,Oil & Gas Production
Seadrill Limited Common Shares,SDRL,,Energy,Oil & Gas Production
SandRidge Energy Inc.,SD,United States,Energy,Oil & Gas Production
Sabine Royalty Trust,SBR,United States,Energy,Oil & Gas Production
SilverBow Resorces Inc.,SBOW,United States,Energy,Oil & Gas Production
Range Resources Corporation,RRC,United States,Energy,Oil & Gas Production
Ranger Energy Services Inc. Class A,RNGR,United States,Energy,Oilfield Services/Equipment
Transocean Ltd (Switzerland),RIG,Switzerland,Energy,Oil & Gas Production
RPC Inc.,RES,United States,Energy,Oilfield Services/Equipment
Riley Exploration Permian Inc.,REPX,United States,Energy,Oil & Gas Production
Ring Energy Inc.,REI,United States,Energy,Oil & Gas Production
Pioneer Natural Resources Company,PXD,United States,Energy,Oil & Gas Production
Permianville Royalty Trust Trust Units ,PVL,United States,Energy,Oil & Gas Production
ProPetro Holding Corp.,PUMP,United States,Energy,Oilfield Services/Equipment
Patterson-UTI Energy Inc.,PTEN,United States,Energy,Oil & Gas Production
Phillips 66,PSX,United States,Energy,Integrated oil Companies
Portage Biotech Inc.,PRTG,Canada,Energy,Oil & Gas Production
PermRock Royalty Trust Trust Units,PRT,United States,Energy,Oil & Gas Production
Permian Resources Corporation Class A,PR,United States,Energy,Oil & Gas Production
Powell Industries Inc.,POWL,United States,Energy,Electrical Products
PrimeEnergy Resources Corporation,PNRG,United States,Energy,Oil & Gas Production
Plug Power Inc.,PLUG,United States,Energy,Industrial Machinery/Components
PHX Minerals Inc.,PHX,United States,Energy,Oil & Gas Production
Pedevco Corp.,PED,United States,Energy,Oil & Gas Production
Permian Basin Royalty Trust,PBT,United States,Energy,Oil & Gas Production
PBF Energy Inc. Class A,PBF,United States,Energy,Integrated oil Companies
Par Pacific Holdings Inc. ,PARR,United States,Energy,Oil & Gas Production
Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,PAGP,United States,Energy,Natural Gas Distribution
Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,PAA,United States,Energy,Natural Gas Distribution
Occidental Petroleum Corporation,OXY,United States,Energy,Oil & Gas Production
Ovintiv Inc. (DE),OVV,Canada,Energy,Oil & Gas Production
Oceaneering International Inc.,OII,United States,Energy,Oilfield Services/Equipment
Nuvve Holding Corp.,NVVE,China,Energy,Oil Refining/Marketing
NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,NSS,United States,Energy,Natural Gas Distribution
Nustar Energy L.P.  Common Units,NS,United States,Energy,Natural Gas Distribution
North European Oil Royality Trust,NRT,United States,Energy,Oil & Gas Production
Natural Resource Partners LP Limited Partnership,NRP,United States,Energy,Coal Mining
NET Power Inc. Class A,NPWR,,Energy,Industrial Machinery/Components
Northern Oil and Gas Inc.,NOG,United States,Energy,Oil & Gas Production
Nine Energy Service Inc.,NINE,United States,Energy,Oilfield Services/Equipment
Natural Gas Services Group Inc.,NGS,United States,Energy,Oilfield Services/Equipment
NexTier Oilfield Solutions Inc.,NEX,United States,Energy,Oilfield Services/Equipment
NCS Multistage Holdings Inc.,NCSM,United States,Energy,Oilfield Services/Equipment
NACCO Industries Inc.,NC,United States,Energy,Coal Mining
Nabors Industries Ltd.,NBR,Bermuda,Energy,Oil & Gas Production
Mexco Energy Corporation,MXC,United States,Energy,Oil & Gas Production
MV Oil Trust Units of Beneficial Interests,MVO,United States,Energy,Oil & Gas Production
Murphy Oil Corporation,MUR,United States,Energy,Oil & Gas Production
Mesa Royalty Trust,MTR,United States,Energy,Oil & Gas Production
Matador Resources Company,MTDR,United States,Energy,Oil & Gas Production
Marathon Oil Corporation,MRO,United States,Energy,Oil & Gas Production
MPLX LP Common Units Representing Limited Partner Interests,MPLX,United States,Energy,Natural Gas Distribution
Marathon Petroleum Corporation,MPC,United States,Energy,Integrated oil Companies
Magellan Midstream Partners L.P. Limited Partnership,MMP,United States,Energy,Oil & Gas Production
Martin Midstream Partners L.P. Limited Partnership,MMLP,United States,Energy,Oil Refining/Marketing
Magnolia Oil & Gas Corporation Class A,MGY,United States,Energy,Oil & Gas Production
MGE Energy Inc,MGEE,United States,Energy,Electric Utilities: Central
Ramaco Resources Inc. Class B,METCB,United States,Energy,Coal Mining
Ramaco Resources Inc. Class A,METC,United States,Energy,Coal Mining
Marine Petroleum Trust Units of Beneficial Interest,MARPS,United States,Energy,Oil & Gas Production
Littelfuse Inc.,LFUS,United States,Energy,Electrical Products
Liberty Energy Inc. Class A,LBRT,United States,Energy,Oilfield Services/Equipment
Kimbell Royalty Partners Common Units Representing Limited Partner Interests,KRP,United States,Energy,Oil & Gas Production
Kosmos Energy Ltd. Common Shares (DE),KOS,Bermuda,Energy,Oil & Gas Production
Kinetik Holdings Inc. Class A,KNTK,United States,Energy,Oil & Gas Production
KLX Energy Services Holdings Inc.,KLXE,United States,Energy,Oilfield Services/Equipment
Indonesia Energy Corporation Limited Ordinary Shares,INDO,,Energy,Oil & Gas Production
Independence Contract Drilling Inc.,ICD,,Energy,Oil & Gas Production
Houston American Energy Corporation,HUSA,United States,Energy,Oil & Gas Production
HighPeak Energy Inc.,HPK,United States,Energy,Oil & Gas Production
Helmerich & Payne Inc.,HP,United States,Energy,Oil & Gas Production
Hallador Energy Company,HNRG,United States,Energy,Coal Mining
HNR Acquisition Corp,HNRA,,Energy,Oil & Gas Production
Helix Energy Solutions Group Inc.,HLX,United States,Energy,Oilfield Services/Equipment
Hess Midstream LP Class A Share,HESM,United States,Energy,Oil & Gas Production
Hess Corporation,HES,United States,Energy,Integrated oil Companies
Holly Energy Partners L.P.,HEP,United States,Energy,Natural Gas Distribution
Warrior Met Coal Inc.,HCC,United States,Energy,Coal Mining
Halliburton Company,HAL,United States,Energy,Oilfield Services/Equipment
Gran Tierra Energy Inc.,GTE,Canada,Energy,Oil & Gas Production
Geopark Ltd Common Shares,GPRK,Bermuda,Energy,Oil & Gas Production
Gulfport Energy Corporation Common Shares,GPOR,United States,Energy,Oil & Gas Production
Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,GLP,United States,Energy,Oil Refining/Marketing
Genesis Energy L.P. Common Units,GEL,United States,Energy,Oil Refining/Marketing
New Concept Energy Inc,GBR,United States,Energy,Oil & Gas Production
Flame Acquisition Corp. Class A,FLME,,Energy,Oil & Gas Production
Diamondback Energy Inc.,FANG,United States,Energy,Oil & Gas Production
Earthstone Energy Inc. Class A,ESTE,United States,Energy,Oil & Gas Production
Enerplus Corporation,ERF,Canada,Energy,Oil & Gas Production
EQT Corporation,EQT,United States,Energy,Oil & Gas Production
Equinor ASA,EQNR,Norway,Energy,Integrated oil Companies
Epsilon Energy Ltd. Common Share,EPSN,United States,Energy,Oil & Gas Production
Evolution Petroleum Corporation Inc.,EPM,United States,Energy,Oil & Gas Production
Empire Petroleum Corporation,EP,United States,Energy,Oil & Gas Production
EOG Resources Inc.,EOG,United States,Energy,Oil & Gas Production
Enservco Corporation,ENSV,United States,Energy,Oilfield Services/Equipment
Energem Corp Class A Ordinary Shares,ENCP,Malaysia,Energy,Industrial Machinery/Components
GrafTech International Ltd.,EAF,United States,Energy,Industrial Machinery/Components
Dawson Geophysical Company,DWSN,United States,Energy,Oil & Gas Production
Devon Energy Corporation,DVN,United States,Energy,Oil & Gas Production
Diamond Offshore Drilling Inc.,DO,United States,Energy,Oil & Gas Production
Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,DMLP,United States,Energy,Oil & Gas Production
Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,DKL,United States,Energy,Natural Gas Distribution
Delek US Holdings Inc.,DK,United States,Energy,Integrated oil Companies
HF Sinclair Corporation,DINO,United States,Energy,Oil & Gas Production
Denbury Inc.,DEN,,Energy,Oil & Gas Production
Chevron Corporation,CVX,United States,Energy,Integrated oil Companies
CVR Energy Inc.,CVI,United States,Energy,Integrated oil Companies
Coterra Energy Inc.,CTRA,United States,Energy,Oil & Gas Production
Cross Timbers Royalty Trust,CRT,United States,Energy,Oil & Gas Production
Comstock Resources Inc.,CRK,United States,Energy,Oil & Gas Production
Crescent Energy Company Class A,CRGY,United States,Energy,Oil & Gas Production
California Resources Corporation,CRC,United States,Energy,Oil & Gas Production
Callon Petroleum Company,CPE,United States,Energy,Oil & Gas Production
ConocoPhillips,COP,United States,Energy,Integrated oil Companies
CNX Resources Corporation,CNX,United States,Energy,Oil & Gas Production
Calumet Specialty Products Partners L.P. Common Units,CLMT,United States,Energy,Integrated oil Companies
CKX Lands Inc.,CKX,United States,Energy,Oil & Gas Production
Civitas Resources Inc.,CIVI,United States,Energy,Oil & Gas Production
Chord Energy Corporation,CHRD,United States,Energy,Oil & Gas Production
Chesapeake Energy Corporation,CHK,United States,Energy,Oil & Gas Production
CONSOL Energy Inc. ,CEIX,,Energy,Coal Mining
Camber Energy Inc.,CEI,United States,Energy,Oil & Gas Production
CSI Compressco LP Common Units,CCLP,United States,Energy,Oilfield Services/Equipment
CrossAmerica Partners LP Common Units representing limited partner interests,CAPL,United States,Energy,Oil Refining/Marketing
Peabody Energy Corporation ,BTU,United States,Energy,Coal Mining
Black Stone Minerals L.P. Common units representing limited partner interests,BSM,United States,Energy,Oil & Gas Production
Berry Corporation (bry),BRY,United States,Energy,Oil & Gas Production
Brooge Energy Limited Ordinary Shares,BROG,United Kingdom,Energy,Integrated oil Companies
Barnwell Industries Inc.,BRN,United States,Energy,Oil & Gas Production
BP Prudhoe Bay Royalty Trust,BPT,United States,Energy,Integrated oil Companies
BP p.l.c.,BP,United Kingdom,Energy,Integrated oil Companies
Borr Drilling Limited Common Shares,BORR,,Energy,Oil & Gas Production
BitNile Metaverse Inc.,BNMV,United States,Energy,Oil & Gas Production
Bloom Energy Corporation Class A,BE,,Energy,Industrial Machinery/Components
Battalion Oil Corporation,BATL,United States,Energy,Oil & Gas Production
CBL International Limited Ordinary Shares,BANL,Malaysia,Energy,Oil Refining/Marketing
Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,ARLP,United States,Energy,Coal Mining
ARKO Corp. Warrant,ARKOW,United States,Energy,Oil Refining/Marketing
ARKO Corp.,ARKO,United States,Energy,Oil Refining/Marketing
American Resources Corporation Class A,AREC,United States,Energy,Coal Mining
Arch Resources Inc. Class A,ARCH,United States,Energy,Coal Mining
Antero Resources Corporation,AR,,Energy,Oil & Gas Production
APA Corporation,APA,United States,Energy,Oil & Gas Production
Alpha Metallurgical Resources Inc.,AMR,United States,Energy,Coal Mining
Amplify Energy Corp.,AMPY,United States,Energy,Oil & Gas Production
Adams Resources & Energy Inc.,AE,United States,Energy,Oil Refining/Marketing
ProFrac Holding Corp. Class A,ACDC,United States,Energy,Oilfield Services/Equipment
Zevia PBC Class A,ZVIA,United States,Consumer Staples,Beverages (Production/Distribution)
Yotta Acquisition Corporation,YOTA,United States,Consumer Staples,Farming/Seeds/Milling
YanGuFang International Group Co. Ltd. Ordinary Shares,YGF,China,Consumer Staples,Packaged Foods
Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,WVVIP,United States,Consumer Staples,Beverages (Production/Distribution)
Willamette Valley Vineyards Inc.,WVVI,United States,Consumer Staples,Beverages (Production/Distribution)
The Alkaline Water Company Inc.,WTER,United States,Consumer Staples,Beverages (Production/Distribution)
Weis Markets Inc.,WMK,United States,Consumer Staples,Food Chains
Weyco Group Inc.,WEYS,United States,Consumer Staples,Apparel
Westrock Coffee Company,WEST,United States,Consumer Staples,Beverages (Production/Distribution)
Walgreens Boots Alliance Inc.,WBA,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
VIZIO Holding Corp. Class A,VZIO,United States,Consumer Staples,Consumer Electronics/Appliances
Veritiv Corporation,VRTV,,Consumer Staples,Paper
Village Super Market Inc. Class A,VLGEA,United States,Consumer Staples,Food Chains
Vital Farms Inc.,VITL,United States,Consumer Staples,Packaged Foods
Fresh Vine Wine Inc.,VINE,,Consumer Staples,Beverages (Production/Distribution)
Utz Brands Inc Class A ,UTZ,United States,Consumer Staples,Packaged Foods
Universal Electronics Inc.,UEIC,United States,Consumer Staples,Consumer Electronics/Appliances
Hostess Brands Inc. Class A,TWNK,United States,Consumer Staples,Packaged Foods
Tyson Foods Inc.,TSN,United States,Consumer Staples,Meat/Poultry/Fish
Tootsie Roll Industries Inc.,TR,United States,Consumer Staples,Specialty Foods
Treehouse Foods Inc.,THS,United States,Consumer Staples,Packaged Foods
Molson Coors Beverage Company Class B,TAP,Canada,Consumer Staples,Beverages (Production/Distribution)
Save Foods Inc.,SVFD,Israel,Consumer Staples,Farming/Seeds/Milling
Constellation Brands Inc.,STZ,United States,Consumer Staples,Beverages (Production/Distribution)
Steakholder Foods Ltd. American Depositary Shares,STKH,Israel,Consumer Staples,Packaged Foods
Sovos Brands Inc.,SOVO,United States,Consumer Staples,Packaged Foods
Stryve Foods Inc. Class A,SNAX,United States,Consumer Staples,Packaged Foods
The Simply Good Foods Company,SMPL,United States,Consumer Staples,Packaged Foods
J.M. Smucker Company (The) New,SJM,United States,Consumer Staples,Packaged Foods
Sprouts Farmers Market Inc.,SFM,United States,Consumer Staples,Food Chains
Seneca Foods Corp. Class B,SENEB,United States,Consumer Staples,Packaged Foods
Seneca Foods Corp. Class A,SENEA,United States,Consumer Staples,Packaged Foods
Splash Beverage Group Inc. (NV),SBEV,,Consumer Staples,Beverages (Production/Distribution)
S&W Seed Company (NV),SANW,United States,Consumer Staples,Farming/Seeds/Milling
Boston Beer Company Inc. (The),SAM,United States,Consumer Staples,Beverages (Production/Distribution)
Rocky Mountain Chocolate Factory Inc.,RMCF,United States,Consumer Staples,Specialty Foods
RiceBran Technologies,RIBT,United States,Consumer Staples,Packaged Foods
The Real Good Food Company Inc. Class A,RGF,United States,Consumer Staples,Packaged Foods
Rite Aid Corporation,RAD,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
Primo Water Corporation,PRMW,Canada,Consumer Staples,Beverages (Production/Distribution)
Pilgrim's Pride Corporation,PPC,United States,Consumer Staples,Meat/Poultry/Fish
Post Holdings Inc.,POST,United States,Consumer Staples,Packaged Foods
Planet Green Holdings Corp.,PLAG,China,Consumer Staples,Packaged Foods
PetMed Express Inc.,PETS,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PepsiCo Inc.,PEP,United States,Consumer Staples,Beverages (Production/Distribution)
Public Service Enterprise Group Incorporated,PEG,United States,Consumer Staples,Meat/Poultry/Fish
Oatly Group AB American Depositary Shares,OTLY,Sweden,Consumer Staples,Packaged Foods
Natural Grocers by Vitamin Cottage Inc.,NGVC,United States,Consumer Staples,Food Chains
Nocera Inc.,NCRA,Taiwan,Consumer Staples,Farming/Seeds/Milling
The Duckhorn Portfolio Inc.,NAPA,United States,Consumer Staples,Beverages (Production/Distribution)
